,0,Cluster
6469,720575940623794836,26
6470,720575940623803391,5
6471,720575940623804307,1
6472,720575940623804853,14
6473,720575940623805223,11
6474,720575940623805448,0
6475,720575940623807672,1
6476,720575940623808520,14
6477,720575940623809533,19
6478,720575940623809779,0
6479,720575940623811827,3
6480,720575940623816967,17
6481,720575940623817223,11
6482,720575940623817572,14
6483,720575940623817715,28
6484,720575940623820787,6
6485,720575940623822579,21
6486,720575940623823596,12
6487,720575940623825405,7
6488,720575940623825552,21
6489,720575940623827533,10
6490,720575940623828999,0
6491,720575940623832105,2
6492,720575940623840136,6
6493,720575940623840392,3
6494,720575940623841779,4
6495,720575940623841816,13
6496,720575940623844752,3
6497,720575940623847472,18
6498,720575940623847728,3
6499,720575940623848388,4
6500,720575940623854276,4
6501,720575940623855091,1
6502,720575940623855397,14
6503,720575940623855945,3
6504,720575940623857084,1
6505,720575940623857300,4
6506,720575940623858675,28
6507,720575940623859127,1
6508,720575940623862015,11
6509,720575940623862771,7
6510,720575940623862989,2
6511,720575940623865232,7
6512,720575940623865417,17
6513,720575940623868391,2
6514,720575940623871207,6
6515,720575940623871502,0
6516,720575940623873829,14
6517,720575940623877475,1
6518,720575940623878891,3
6519,720575940623882046,13
6520,720575940623883815,12
6521,720575940623885353,2
6522,720575940623888461,11
6523,720575940623889421,3
6524,720575940623891600,9
6525,720575940623891943,19
6526,720575940623899082,2
6527,720575940623905636,8
6528,720575940623906633,1
6529,720575940623908109,2
6530,720575940623909514,1
6531,720575940623911753,6
6532,720575940623912117,0
6533,720575940623912636,1
6534,720575940623913364,11
6535,720575940623913933,1
6536,720575940623916071,21
6537,720575940623917155,17
6538,720575940623919287,19
6539,720575940623922615,7
6540,720575940623924405,4
6541,720575940623925577,1
6542,720575940623926093,9
6543,720575940623929540,8
6544,720575940623932413,0
6545,720575940623935229,5
6546,720575940623937976,3
6547,720575940623938823,1
6548,720575940623943404,1
6549,720575940623949668,21
6550,720575940623953900,8
6551,720575940623956156,9
6552,720575940623956941,2
6553,720575940623957173,2
6554,720575940623960563,1
6555,720575940623961869,2
6556,720575940623963832,6
6557,720575940623964652,5
6558,720575940623972533,14
6559,720575940623973578,5
6560,720575940623974069,9
6561,720575940623974602,9
6562,720575940623974858,4
6563,720575940623977545,0
6564,720575940623979593,3
6565,720575940623982323,11
6566,720575940623982484,11
6567,720575940623982794,4
6568,720575940623983508,1
6569,720575940623983859,22
6570,720575940623984677,8
6571,720575940623986634,12
6572,720575940623990797,20
6573,720575940623991956,0
6574,720575940623992004,1
6575,720575940623992300,4
6576,720575940623992317,4
6577,720575940623994367,6
6578,720575940623995748,4
6579,720575940623997879,17
6580,720575940624004535,0
6581,720575940624005045,10
6582,720575940624005868,4
6583,720575940624006936,2
6584,720575940624008521,26
6585,720575940624008974,2
6586,720575940624010339,1
6587,720575940624011517,6
6588,720575940624014483,11
6589,720575940624015101,3
6590,720575940624015459,12
6591,720575940624016933,4
6592,720575940624018440,0
6593,720575940624019128,11
6594,720575940624021577,9
6595,720575940624021898,4
6596,720575940624022823,19
6597,720575940624023539,0
6598,720575940624024266,5
6599,720575940624026367,4
6600,720575940624032611,14
6601,720575940624033516,14
6602,720575940624039523,13
6603,720575940624040206,20
6604,720575940624042789,28
6605,720575940624043107,7
6606,720575940624045460,9
6607,720575940624049300,12
6608,720575940624051760,1
6609,720575940624052528,12
6610,720575940624054280,0
6611,720575940624054792,1
6612,720575940624055614,3
6613,720575940624056467,9
6614,720575940624056649,0
6615,720575940624056829,0
6616,720575940624061336,8
6617,720575940624064253,10
6618,720575940624064659,7
6619,720575940624065279,3
6620,720575940624066195,9
6621,720575940624068028,14
6622,720575940624071315,11
6623,720575940624073452,3
6624,720575940624075507,0
6625,720575940624076071,26
6626,720575940624077517,3
6627,720575940624080176,21
6628,720575940624081919,1
6629,720575940624087283,8
6630,720575940624087369,0
6631,720575940624087480,22
6632,720575940624094793,11
6633,720575940624094973,26
6634,720575940624095172,4
6635,720575940624095496,0
6636,720575940624096235,6
6637,720575940624099145,11
6638,720575940624100500,10
6639,720575940624100681,3
6640,720575940624101524,8
6641,720575940624102448,18
6642,720575940624103612,12
6643,720575940624103960,6
6644,720575940624105742,17
6645,720575940624106776,1
6646,720575940624107081,3
6647,720575940624107755,0
6648,720575940624109464,14
6649,720575940624110776,7
6650,720575940624111083,7
6651,720575940624111408,8
6652,720575940624112152,1
6653,720575940624114884,2
6654,720575940624115130,14
6655,720575940624115178,0
6656,720575940624116666,12
6657,720575940624117245,10
6658,720575940624117528,12
6659,720575940624121161,4
6660,720575940624124109,1
6661,720575940624125477,6
6662,720575940624126245,6
6663,720575940624126537,12
6664,720575940624126768,9
6665,720575940624127676,10
6666,720575940624130253,11
6667,720575940624133306,4
6668,720575940624136592,7
6669,720575940624137513,6
6670,720575940624137624,13
6671,720575940624142333,1
6672,720575940624142373,11
6673,720575940624144893,0
6674,720575940624145191,17
6675,720575940624152051,13
6676,720575940624152359,14
6677,720575940624153608,1
6678,720575940624154648,3
6679,720575940624154663,12
6680,720575940624155416,0
6681,720575940624159783,4
6682,720575940624160845,4
6683,720575940624161936,0
6684,720575940624162328,1
6685,720575940624163303,2
6686,720575940624171813,9
6687,720575940624172290,12
6688,720575940624176381,2
6689,720575940624181436,18
6690,720575940624183699,0
6691,720575940624185319,14
6692,720575940624186185,1
6693,720575940624186430,17
6694,720575940624187133,3
6695,720575940624188365,1
6696,720575940624190413,7
6697,720575940624190759,4
6698,720575940624191159,1
6699,720575940624192549,20
6700,720575940624192560,4
6701,720575940624193279,13
6702,720575940624194232,27
6703,720575940624196071,2
6704,720575940624197961,11
6705,720575940624198861,0
6706,720575940624199182,1
6707,720575940624200427,0
6708,720575940624200745,12
6709,720575940624200962,6
6710,720575940624201033,12
6711,720575940624201876,4
6712,720575940624202424,3
6713,720575940624206472,14
6714,720575940624206728,3
6715,720575940624206896,20
6716,720575940624207752,6
6717,720575940624208615,6
6718,720575940624209968,4
6719,720575940624210151,12
6720,720575940624211075,19
6721,720575940624214798,19
6722,720575940624219011,28
6723,720575940624221773,22
6724,720575940624227661,8
6725,720575940624227819,1
6726,720575940624227917,0
6727,720575940624229925,3
6728,720575940624230636,0
6729,720575940624231143,2
6730,720575940624231719,16
6731,720575940624236746,2
6732,720575940624238282,15
6733,720575940624245176,4
6734,720575940624245436,12
6735,720575940624246334,9
6736,720575940624246730,9
6737,720575940624250405,13
6738,720575940624250812,25
6739,720575940624251836,21
6740,720575940624253112,3
6741,720575940624256511,14
6742,720575940624259720,0
6743,720575940624269706,1
6744,720575940624273395,17
6745,720575940624273957,3
6746,720575940624274249,9
6747,720575940624280328,3
6748,720575940624283882,0
6749,720575940624283945,9
6750,720575940624287741,6
6751,720575940624287821,5
6752,720575940624292843,3
6753,720575940624296328,2
6754,720575940624297471,0
6755,720575940624297727,6
6756,720575940624298046,1
6757,720575940624299534,16
6758,720575940624303347,11
6759,720575940624306238,0
6760,720575940624309739,3
6761,720575940624310468,10
6762,720575940624313406,9
6763,720575940624313834,22
6764,720575940624314468,21
6765,720575940624319124,12
6766,720575940624319273,1
6767,720575940624320318,3
6768,720575940624322125,4
6769,720575940624322291,0
6770,720575940624324708,2
6771,720575940624326448,7
6772,720575940624328462,11
6773,720575940624329037,0
6774,720575940624329546,5
6775,720575940624329736,0
6776,720575940624331272,0
6777,720575940624333706,0
6778,720575940624334012,6
6779,720575940624334606,3
6780,720575940624336647,14
6781,720575940624338068,3
6782,720575940624340407,4
6783,720575940624342569,2
6784,720575940624342812,2
6785,720575940624342825,2
6786,720575940624343224,7
6787,720575940624343822,1
6788,720575940624344328,0
6789,720575940624345096,7
6790,720575940624345136,7
6791,720575940624346917,15
6792,720575940624347389,6
6793,720575940624347540,3
6794,720575940624348168,3
6795,720575940624348362,20
6796,720575940624349448,0
6797,720575940624349624,29
6798,720575940624349993,29
6799,720575940624351785,2
6800,720575940624353544,18
6801,720575940624358792,25
6802,720575940624358800,25
6803,720575940624359241,9
6804,720575940624359432,1
6805,720575940624359828,1
6806,720575940624362277,4
6807,720575940624362387,9
6808,720575940624363450,5
6809,720575940624364073,13
6810,720575940624366315,11
6811,720575940624367118,13
6812,720575940624368312,14
6813,720575940624370750,12
6814,720575940624375113,1
6815,720575940624375324,8
6816,720575940624376456,2
6817,720575940624377018,4
6818,720575940624377224,12
6819,720575940624377323,11
6820,720575940624378499,0
6821,720575940624382695,0
6822,720575940624383892,3
6823,720575940624383928,6
6824,720575940624384183,21
6825,720575940624387210,20
6826,720575940624388878,13
6827,720575940624389988,0
6828,720575940624394317,21
6829,720575940624394790,11
6830,720575940624395528,22
6831,720575940624397582,4
6832,720575940624397720,0
6833,720575940624397863,14
6834,720575940624401866,9
6835,720575940624401968,0
6836,720575940624402173,1
6837,720575940624402204,16
6838,720575940624403914,9
6839,720575940624409444,1
6840,720575940624411283,1
6841,720575940624415246,4
6842,720575940624420588,3
6843,720575940624421157,1
6844,720575940624421834,14
6845,720575940624424013,11
6846,720575940624425253,5
6847,720575940624425715,6
6848,720575940624431288,21
6849,720575940624431460,1
6850,720575940624432615,5
6851,720575940624434323,11
6852,720575940624434360,6
6853,720575940624436580,12
6854,720575940624436750,5
6855,720575940624437735,3
6856,720575940624439498,8
6857,720575940624440260,13
6858,720575940624441884,18
6859,720575940624447240,2
6860,720575940624449318,3
6861,720575940624450035,12
6862,720575940624450352,13
6863,720575940624452548,9
6864,720575940624458227,4
6865,720575940624461543,4
6866,720575940624462850,8
6867,720575940624463242,14
6868,720575940624465702,3
6869,720575940624465900,1
6870,720575940624469444,15
6871,720575940624470247,14
6872,720575940624471373,14
6873,720575940624472334,29
6874,720575940624478602,2
6875,720575940624481674,29
6876,720575940624482062,2
6877,720575940624485127,7
6878,720575940624488167,3
6879,720575940624489924,21
6880,720575940624490483,17
6881,720575940624491667,0
6882,720575940624492606,22
6883,720575940624494058,1
6884,720575940624495644,25
6885,720575940624496536,7
6886,720575940624496740,4
6887,720575940624498439,5
6888,720575940624499300,30
6889,720575940624501392,4
6890,720575940624502601,4
6891,720575940624504212,14
6892,720575940624506515,28
6893,720575940624508516,3
6894,720575940624508563,8
6895,720575940624511120,4
6896,720575940624515786,2
6897,720575940624521706,6
6898,720575940624525043,3
6899,720575940624526925,14
6900,720575940624529445,8
6901,720575940624534972,11
6902,720575940624537284,6
6903,720575940624537578,1
6904,720575940624538599,13
6905,720575940624540967,25
6906,720575940624543013,7
6907,720575940624543418,3
6908,720575940624544748,3
6909,720575940624547622,1
6910,720575940624548483,1
6911,720575940624549820,11
6912,720575940624551056,1
6913,720575940624555815,3
6914,720575940624559644,22
6915,720575940624562836,0
6916,720575940624563187,2
6917,720575940624566566,20
6918,720575940624566759,9
6919,720575940624571116,2
6920,720575940624573671,12
6921,720575940624574100,14
6922,720575940624574717,2
6923,720575940624579100,10
6924,720575940624580390,1
6925,720575940624581875,2
6926,720575940624587046,4
6927,720575940624587534,9
6928,720575940624589543,1
6929,720575940624592217,12
6930,720575940624592934,15
6931,720575940624594154,0
6932,720575940624594320,0
6933,720575940624596231,6
6934,720575940624599700,1
6935,720575940624604710,5
6936,720575940624606502,1
6937,720575940624606758,0
6938,720575940624607978,18
6939,720575940624609275,5
6940,720575940624611878,17
6941,720575940624611992,0
6942,720575940624615206,19
6943,720575940624615216,0
6944,720575940624615462,20
6945,720575940624615513,16
6946,720575940624615753,2
6947,720575940624619036,4
6948,720575940624620802,0
6949,720575940624625816,6
6950,720575940624629379,12
6951,720575940624630420,8
6952,720575940624631788,0
6953,720575940624632980,0
6954,720575940624634040,15
6955,720575940624636505,6
6956,720575940624636930,3
6957,720575940624639561,9
6958,720575940624640263,2
6959,720575940624645127,2
6960,720575940624645413,4
6961,720575940624655285,2
6962,720575940624660664,5
6963,720575940624662915,11
6964,720575940624664420,2
6965,720575940624664905,23
6966,720575940624665068,3
6967,720575940624665165,13
6968,720575940624665677,18
6969,720575940624666245,16
6970,720575940624676098,0
6971,720575940624676227,6
6972,720575940624679463,2
6973,720575940624680172,14
6974,720575940624680906,4
6975,720575940624681360,7
6976,720575940624681520,3
6977,720575940624682428,0
6978,720575940624684531,1
6979,720575940624686058,19
6980,720575940624688528,2
6981,720575940624688713,6
6982,720575940624691600,7
6983,720575940624691789,5
6984,720575940624692324,7
6985,720575940624694601,1
6986,720575940624694798,0
6987,720575940624695566,3
6988,720575940624698170,14
6989,720575940624698300,5
6990,720575940624700138,2
6991,720575940624701315,17
6992,720575940624701513,1
6993,720575940624701698,1
6994,720575940624702698,14
6995,720575940624705514,13
6996,720575940624706574,19
6997,720575940624710122,0
6998,720575940624710653,3
6999,720575940624711610,0
7000,720575940624712206,7
7001,720575940624715242,10
7002,720575940624718060,19
7003,720575940624720740,13
7004,720575940624721666,4
7005,720575940624728757,3
7006,720575940624732260,2
7007,720575940624735463,16
7008,720575940624735565,1
7009,720575940624737101,17
7010,720575940624739929,17
7011,720575940624742158,10
7012,720575940624742414,10
7013,720575940624743096,7
7014,720575940624743708,8
7015,720575940624745203,3
7016,720575940624750729,10
7017,720575940624753545,25
7018,720575940624755383,2
7019,720575940624756836,2
7020,720575940624761496,21
7021,720575940624762300,6
7022,720575940624766700,2
7023,720575940624769168,2
7024,720575940624769767,6
7025,720575940624776548,22
7026,720575940624780474,4
7027,720575940624782579,0
7028,720575940624786954,6
7029,720575940624787545,6
7030,720575940624788372,2
7031,720575940624789991,3
7032,720575940624791527,0
7033,720575940624791700,9
7034,720575940624797447,4
7035,720575940624798352,19
7036,720575940624799490,3
7037,720575940624801511,5
7038,720575940624801771,22
7039,720575940624803059,9
7040,720575940624807301,14
7041,720575940624809805,6
7042,720575940624816115,4
7043,720575940624817845,8
7044,720575940624818434,0
7045,720575940624820112,1
7046,720575940624820775,1
7047,720575940624823683,2
7048,720575940624824248,0
7049,720575940624836124,3
7050,720575940624840679,18
7051,720575940624846517,13
7052,720575940624850434,5
7053,720575940624853031,17
7054,720575940624855881,1
7055,720575940624860260,18
7056,720575940624860362,5
7057,720575940624860855,3
7058,720575940624861072,4
7059,720575940624862339,19
7060,720575940624863896,2
7061,720575940624867721,17
7062,720575940624870663,3
7063,720575940624874983,1
7064,720575940624875018,12
7065,720575940624876889,4
7066,720575940624879388,1
7067,720575940624879504,18
7068,720575940624879655,7
7069,720575940624879911,1
7070,720575940624882190,0
7071,720575940624882702,1
7072,720575940624885250,4
7073,720575940624885276,29
7074,720575940624885593,10
7075,720575940624886160,11
7076,720575940624889232,0
7077,720575940624890037,15
7078,720575940624890126,7
7079,720575940624890296,6
7080,720575940624891440,3
7081,720575940624891941,11
7082,720575940624892474,20
7083,720575940624895113,0
7084,720575940624899367,0
7085,720575940624899767,1
7086,720575940624901107,14
7087,720575940624901927,25
7088,720575940624902729,12
7089,720575940624903170,1
7090,720575940624903438,6
7091,720575940624905223,6
7092,720575940624905480,9
7093,720575940624906392,12
7094,720575940624910887,13
7095,720575940624911548,0
7096,720575940624915128,28
7097,720575940624917194,3
7098,720575940624919228,12
7099,720575940624919440,10
7100,720575940624920757,5
7101,720575940624922910,10
7102,720575940624923655,14
7103,720575940624928137,12
7104,720575940624928574,0
7105,720575940624931847,0
7106,720575940624934844,3
7107,720575940624942855,3
7108,720575940624943084,4
7109,720575940624943368,15
7110,720575940624945333,2
7111,720575940624945438,5
7112,720575940624951847,22
7113,720575940624956860,0
7114,720575940624959120,30
7115,720575940624964789,1
7116,720575940624967463,2
7117,720575940624968013,13
7118,720575940624969765,9
7119,720575940624970987,2
7120,720575940624972523,21
7121,720575940624982823,6
7122,720575940624983054,8
7123,720575940624983559,21
7124,720575940624986375,14
7125,720575940624986407,12
7126,720575940624986919,2
7127,720575940624987143,1
7128,720575940624990501,1
7129,720575940624992007,17
7130,720575940624992258,4
7131,720575940624996359,29
7132,720575940624996636,4
7133,720575940624996894,16
7134,720575940624996901,28
7135,720575940624997168,9
7136,720575940625000200,4
7137,720575940625000997,1
7138,720575940625003907,1
7139,720575940625005831,11
7140,720575940625006480,11
7141,720575940625006776,14
7142,720575940625007879,7
7143,720575940625008272,0
7144,720575940625012005,0
7145,720575940625012204,2
7146,720575940625013943,0
7147,720575940625014003,1
7148,720575940625014424,31
7149,720575940625014535,23
7150,720575940625017351,1
7151,720575940625017783,18
7152,720575940625018119,25
7153,720575940625019454,1
7154,720575940625025680,1
7155,720575940625031230,3
7156,720575940625031403,3
7157,720575940625032171,6
7158,720575940625032841,8
7159,720575940625033196,23
7160,720575940625033213,0
7161,720575940625034237,5
7162,720575940625034640,4
7163,720575940625035022,9
7164,720575940625035301,0
7165,720575940625038488,4
7166,720575940625038979,7
7167,720575940625039370,4
7168,720575940625040190,4
7169,720575940625042276,18
7170,720575940625042951,2
7171,720575940625045790,14
7172,720575940625048250,3
7173,720575940625049781,1
7174,720575940625050256,6
7175,720575940625050686,12
7176,720575940625052942,12
7177,720575940625053053,19
7178,720575940625053186,4
7179,720575940625053447,20
7180,720575940625053621,6
7181,720575940625053773,1
7182,720575940625053829,8
7183,720575940625054906,3
7184,720575940625077491,1
7185,720575940625078965,3
7186,720575940625079054,14
7187,720575940625079477,0
7188,720575940625082969,2
7189,720575940625083061,1
7190,720575940625084291,4
7191,720575940625087159,1
7192,720575940625090314,3
7193,720575940625094325,4
7194,720575940625096240,18
7195,720575940625098115,12
7196,720575940625100121,9
7197,720575940625101841,5
7198,720575940625102224,20
7199,720575940625103546,0
7200,720575940625107352,21
7201,720575940625107383,12
7202,720575940625111354,9
7203,720575940625112909,19
7204,720575940625113488,19
7205,720575940625114174,4
7206,720575940625117130,25
7207,720575940625117498,13
7208,720575940625118096,3
7209,720575940625118757,23
7210,720575940625118956,1
7211,720575940625119588,9
7212,720575940625126448,0
7213,720575940625129037,25
7214,720575940625132797,0
7215,720575940625133145,7
7216,720575940625136421,4
7217,720575940625137456,0
7218,720575940625144061,13
7219,720575940625145597,20
7220,720575940625147133,19
7221,720575940625149437,1
7222,720575940625149733,13
7223,720575940625150000,20
7224,720575940625157117,3
7225,720575940625157680,1
7226,720575940625159043,17
7227,720575940625159677,3
7228,720575940625161008,13
7229,720575940625161146,14
7230,720575940625162621,20
7231,720575940625167546,11
7232,720575940625168637,12
7233,720575940625169296,10
7234,720575940625170362,6
7235,720575940625173074,10
7236,720575940625176506,22
7237,720575940625177406,13
7238,720575940625182341,22
7239,720575940625183178,0
7240,720575940625186250,2
7241,720575940625187940,4
7242,720575940625190588,22
7243,720575940625192841,0
7244,720575940625194014,17
7245,720575940625194558,27
7246,720575940625196163,4
7247,720575940625197630,6
7248,720575940625203277,3
7249,720575940625205392,1
7250,720575940625213898,11
7251,720575940625216954,1
7252,720575940625218173,1
7253,720575940625218590,1
7254,720575940625224229,0
7255,720575940625226014,3
7256,720575940625226506,14
7257,720575940625230366,4
7258,720575940625232677,18
7259,720575940625233296,0
7260,720575940625237891,7
7261,720575940625243155,11
7262,720575940625253193,9
7263,720575940625256229,5
7264,720575940625258506,7
7265,720575940625259056,6
7266,720575940625261598,9
7267,720575940625262108,11
7268,720575940625263802,1
7269,720575940625264457,11
7270,720575940625272137,0
7271,720575940625273406,0
7272,720575940625273886,8
7273,720575940625281308,25
7274,720575940625283093,26
7275,720575940625285449,4
7276,720575940625291813,0
7277,720575940625295339,14
7278,720575940625295741,9
7279,720575940625301860,7
7280,720575940625302474,9
7281,720575940625306697,6
7282,720575940625308965,13
7283,720575940625310793,8
7284,720575940625312356,0
7285,720575940625313338,4
7286,720575940625314058,9
7287,720575940625314547,4
7288,720575940625314964,9
7289,720575940625315258,0
7290,720575940625319245,14
7291,720575940625323620,14
7292,720575940625323962,3
7293,720575940625328648,7
7294,720575940625328915,0
7295,720575940625334970,0
7296,720575940625335754,11
7297,720575940625336464,5
7298,720575940625339977,0
7299,720575940625340435,8
7300,720575940625342472,1
7301,720575940625343546,1
7302,720575940625343761,4
7303,720575940625344062,21
7304,720575940625345328,8
7305,720575940625345511,10
7306,720575940625345584,2
7307,720575940625347657,14
7308,720575940625349925,3
7309,720575940625351205,4
7310,720575940625352852,21
7311,720575940625353736,2
7312,720575940625353790,0
7313,720575940625355364,11
7314,720575940625357547,1
7315,720575940625360670,1
7316,720575940625365512,1
7317,720575940625367102,1
7318,720575940625371155,18
7319,720575940625372293,0
7320,720575940625373733,7
7321,720575940625374472,17
7322,720575940625375240,0
7323,720575940625376329,7
7324,720575940625376540,0
7325,720575940625378121,1
7326,720575940625380169,6
7327,720575940625384323,28
7328,720575940625385861,14
7329,720575940625388730,14
7330,720575940625388873,13
7331,720575940625392740,27
7332,720575940625397690,15
7333,720575940625400420,2
7334,720575940625402501,7
7335,720575940625408133,1
7336,720575940625410888,10
7337,720575940625414387,0
7338,720575940625415178,7
7339,720575940625415946,0
7340,720575940625417353,4
7341,720575940625418983,5
7342,720575940625419495,11
7343,720575940625420986,1
7344,720575940625423084,20
7345,720575940625423290,14
7346,720575940625426469,12
7347,720575940625433488,14
7348,720575940625433662,1
7349,720575940625434768,0
7350,720575940625436170,2
7351,720575940625438483,4
7352,720575940625440019,4
7353,720575940625440100,10
7354,720575940625441003,1
7355,720575940625442429,9
7356,720575940625447098,1
7357,720575940625447994,2
7358,720575940625449474,2
7359,720575940625450084,2
7360,720575940625450680,9
7361,720575940625452176,17
7362,720575940625453340,14
7363,720575940625453882,13
7364,720575940625454152,19
7365,720575940625454596,12
7366,720575940625455134,1
7367,720575940625455247,3
7368,720575940625457456,13
7369,720575940625457712,3
7370,720575940625460632,2
7371,720575940625463048,14
7372,720575940625464072,19
7373,720575940625464762,5
7374,720575940625465700,4
7375,720575940625465733,12
7376,720575940625465802,26
7377,720575940625467280,4
7378,720575940625470863,14
7379,720575940625473369,0
7380,720575940625477322,3
7381,720575940625478296,1
7382,720575940625478970,1
7383,720575940625479370,16
7384,720575940625482954,13
7385,720575940625483066,12
7386,720575940625484069,2
7387,720575940625485084,19
7388,720575940625485754,0
7389,720575940625486266,5
7390,720575940625486867,21
7391,720575940625488186,4
7392,720575940625489160,12
7393,720575940625489277,15
7394,720575940625489978,17
7395,720575940625490178,0
7396,720575940625490569,0
7397,720575940625493385,0
7398,720575940625494792,7
7399,720575940625495140,9
7400,720575940625499914,20
7401,720575940625499943,5
7402,720575940625501053,5
7403,720575940625502308,6
7404,720575940625502666,3
7405,720575940625502993,12
7406,720575940625503321,9
7407,720575940625503369,31
7408,720575940625503979,25
7409,720575940625506570,0
7410,720575940625508752,0
7411,720575940625510402,0
7412,720575940625512683,17
7413,720575940625514115,5
7414,720575940625516925,14
7415,720575940625518736,14
7416,720575940625520147,21
7417,720575940625522068,2
7418,720575940625522156,2
7419,720575940625523640,0
7420,720575940625523896,0
7421,720575940625525739,19
7422,720575940625525740,2
7423,720575940625526763,16
7424,720575940625527396,1
7425,720575940625531236,17
7426,720575940625532659,23
7427,720575940625534345,3
7428,720575940625535369,7
7429,720575940625536002,19
7430,720575940625539984,4
7431,720575940625543823,0
7432,720575940625546596,5
7433,720575940625551741,1
7434,720575940625552412,4
7435,720575940625554575,0
7436,720575940625557125,15
7437,720575940625557893,4
7438,720575940625558730,9
7439,720575940625558873,3
7440,720575940625561406,6
7441,720575940625563623,13
7442,720575940625565028,8
7443,720575940625565442,24
7444,720575940625566188,0
7445,720575940625567674,1
7446,720575940625573322,3
7447,720575940625573653,4
7448,720575940625577060,15
7449,720575940625581843,0
7450,720575940625583121,0
7451,720575940625583132,8
7452,720575940625584176,1
7453,720575940625585182,8
7454,720575940625586122,12
7455,720575940625587219,2
7456,720575940625587642,12
7457,720575940625589287,9
7458,720575940625589337,3
7459,720575940625591042,4
7460,720575940625595696,8
7461,720575940625596181,21
7462,720575940625597744,1
7463,720575940625598802,0
7464,720575940625600284,14
7465,720575940625604076,3
7466,720575940625604477,26
7467,720575940625604839,0
7468,720575940625605257,1
7469,720575940625606192,0
7470,720575940625607946,1
7471,720575940625608935,0
7472,720575940625609482,1
7473,720575940625613555,6
7474,720575940625614110,14
7475,720575940625616670,1
7476,720575940625617948,6
7477,720575940625621832,2
7478,720575940625622354,18
7479,720575940625622968,13
7480,720575940625627023,1
7481,720575940625628391,4
7482,720575940625631280,1
7483,720575940625632028,3
7484,720575940625639848,9
7485,720575940625641402,2
7486,720575940625641418,5
7487,720575940625642554,16
7488,720575940625643672,1
7489,720575940625644554,21
7490,720575940625645128,14
7491,720575940625647618,1
7492,720575940625649214,1
7493,720575940625653223,2
7494,720575940625654164,4
7495,720575940625656980,16
7496,720575940625658755,7
7497,720575940625660396,11
7498,720575940625663269,11
7499,720575940625666953,13
7500,720575940625666964,10
7501,720575940625667721,3
7502,720575940625668638,4
7503,720575940625668901,0
7504,720575940625669032,17
7505,720575940625669148,6
7506,720575940625672706,0
7507,720575940625672997,9
7508,720575940625673708,3
7509,720575940625673964,12
7510,720575940625680688,0
7511,720575940625682725,9
7512,720575940625683970,0
7513,720575940625685770,2
7514,720575940625686538,2
7515,720575940625686842,2
7516,720575940625687836,0
7517,720575940625688860,0
7518,720575940625689109,26
7519,720575940625691372,5
7520,720575940625691667,5
7521,720575940625692396,12
7522,720575940625692444,13
7523,720575940625692956,7
7524,720575940625694034,2
7525,720575940625695271,4
7526,720575940625700124,16
7527,720575940625700495,5
7528,720575940625702124,7
7529,720575940625703923,9
7530,720575940625709401,11
7531,720575940625712688,3
7532,720575940625713033,3
7533,720575940625714104,4
7534,720575940625714634,0
7535,720575940625717692,7
7536,720575940625718053,3
7537,720575940625719562,2
7538,720575940625720658,8
7539,720575940625721866,1
7540,720575940625722865,8
7541,720575940625724803,12
7542,720575940625728284,5
7543,720575940625728714,5
7544,720575940625730562,0
7545,720575940625731203,20
7546,720575940625734525,19
7547,720575940625734588,17
7548,720575940625734714,19
7549,720575940625735185,3
7550,720575940625737859,6
7551,720575940625738073,1
7552,720575940625740042,5
7553,720575940625741287,3
7554,720575940625741976,8
7555,720575940625742681,5
7556,720575940625743698,6
7557,720575940625744784,4
7558,720575940625747217,3
7559,720575940625747812,1
7560,720575940625748764,1
7561,720575940625749842,1
7562,720575940625750098,12
7563,720575940625751589,14
7564,720575940625754389,0
7565,720575940625755413,3
7566,720575940625759065,13
7567,720575940625761411,1
7568,720575940625764154,0
7569,720575940625765424,7
7570,720575940625765649,17
7571,720575940625766704,8
7572,720575940625766960,14
7573,720575940625766984,1
7574,720575940625768336,7
7575,720575940625768506,9
7576,720575940625769530,9
7577,720575940625770012,7
7578,720575940625772114,4
7579,720575940625772431,7
7580,720575940625772688,0
7581,720575940625773699,1
7582,720575940625773752,9
7583,720575940625775193,11
7584,720575940625775336,19
7585,720575940625777594,3
7586,720575940625777753,8
7587,720575940625777939,0
7588,720575940625778428,16
7589,720575940625779642,14
7590,720575940625779985,3
7591,720575940625780026,9
7592,720575940625783897,10
7593,720575940625786260,6
7594,720575940625786600,16
7595,720575940625786899,0
7596,720575940625790352,7
7597,720575940625790995,1
7598,720575940625796697,3
7599,720575940625796839,1
7600,720575940625797306,6
7601,720575940625798695,2
7602,720575940625799114,6
7603,720575940625799950,5
7604,720575940625800841,18
7605,720575940625800852,11
7606,720575940625801415,8
7607,720575940625801530,19
7608,720575940625803336,8
7609,720575940625809539,13
7610,720575940625812099,20
7611,720575940625813447,1
7612,720575940625816606,4
7613,720575940625819535,15
7614,720575940625820815,6
7615,720575940625825432,15
7616,720575940625825684,9
7617,720575940625827358,2
7618,720575940625835085,10
7619,720575940625835928,9
7620,720575940625839345,19
7621,720575940625839633,7
7622,720575940625843262,6
7623,720575940625844120,5
7624,720575940625844738,14
7625,720575940625846300,0
7626,720575940625847810,4
7627,720575940625848330,15
7628,720575940625849031,6
7629,720575940625851696,5
7630,720575940625852676,1
7631,720575940625853188,1
7632,720575940625854616,11
7633,720575940625854748,12
7634,720575940625856028,11
